randid,WONumber,WOStatus,WOType,Date_EventStart,Date_EventEnd,GeneralDesc,CompletionDesc,ProductionImpact_kWh,WarrantyClaim,Priority,Date_EventStart_Consistent,Date_EventEnd_Consistent,Dataset,Asset,CompletionActivity,FailureCategories,ImpactLevel,WarrantyType,InsuranceClaim,LaborEffort_Hrs,Cause,OpEventID,states,Commissioning_Date,FullDesc,FullDescCleaned,FullDescTokenized,FullDescEmbeds
C3S107,WO-0216185,Closed,Corrective,2018-08-23 10:10:00,2018-09-07 11:05:00,IS 55 - Inverter 2 - Forced outage. Error code in Skytron is 55 - Unknown. Loss of production has been confirmed through the site meter.. 0000 - Unknown,Found inverter inoperable. Around back of inverter saw what appears to be coolant leaking. Started case with Schneider. Case #51376151. Blake Hunter and Dewayne Cottrell finished repairs to inverter.. TechDispatched: Yes,,No,Critical,2018-08-23 10:10:00:00,2018-09-07 11:05:00:00,C3b,Inverter,02 - Repair,Failure Class 3 - single inverter off-line,Underperformance,,,1.27,0000 - Unknown. ,OE-9652624,NC,2017-12-28,IS 55 - Inverter 2 - Forced outage. Error code in Skytron is 55 - Unknown. Loss of production has been confirmed through the site meter.. 0000 - UnknownFound inverter inoperable. Around back of inverter saw what appears to be coolant leaking. Started case with Schneider. Case #51376151. Blake Hunter and Dewayne Cottrell finished repairs to inverter.. TechDispatched: Yes,inverter forced outage error code skytron unknown loss production confirmed site meter unknownfound inverter inoperable around back inverter saw appears coolant leaking started case schneider case blake hunter dewayne cottrell finished repairs inverter techdispatched yes,"['inverter', 'forced', 'outage', 'error', 'code', 'skytron', 'unknown', 'loss', 'production', 'confirmed', 'site', 'meter', 'unknownfound', 'inverter', 'inoperable', 'around', 'back', 'inverter', 'saw', 'appears', 'coolant', 'leaking', 'started', 'case', 'schneider', 'case', 'blake', 'hunter', 'dewayne', 'cottrell', 'finished', 'repairs', 'inverter', 'techdispatched', 'yes']","[(8, 1), (10, 4), (15, 1), (17, 1), (26, 1), (56, 1), (69, 1), (135, 1), (160, 1), (197, 1), (223, 1), (233, 1), (237, 1), (300, 1), (347, 1), (349, 2), (355, 1), (429, 1), (450, 1), (547, 1), (597, 1), (598, 1), (701, 1), (1078, 1), (1079, 1), (1080, 1), (1081, 1), (1082, 1), (1083, 1), (1084, 1), (1085, 1)]"
C3S232,WO-1073137,Completed,Corrective,,,"GKS - Inverter H - Forced Outage. Inverter H dropped offline at 1545 ET on 1/14/20 and failed to start up again on 1/15/20. The only error code that is present on the inverter is ""The local ENABLE STATE/DISABLE STATE switch is open"" (error # 6802) and the inverter is in a disabled state. PV current appears normal so a flip of the switch should return the inverter to service.. 0000 - Unknown","2020.01.17 B.H.- Found loose 24v signal wire on the Terminal board that goes to the main APP board. Issue resolved, inverter RTS. Production verified with C4 before checking out.",,,High,2020-01-15 09:00:00,2020-01-22 17:00:00,C3c,Inverter,02 - Repair,Failure Class 3 - single inverter off-line,Underperformance,,,10.83,0000 - Unknown,,NC,2015-10-16,"GKS - Inverter H - Forced Outage. Inverter H dropped offline at 1545 ET on 1/14/20 and failed to start up again on 1/15/20. The only error code that is present on the inverter is ""The local ENABLE STATE/DISABLE STATE switch is open"" (error # 6802) and the inverter is in a disabled state. PV current appears normal so a flip of the switch should return the inverter to service.. 0000 - Unknown2020.01.17 B.H.- Found loose 24v signal wire on the Terminal board that goes to the main APP board. Issue resolved, inverter RTS. Production verified with C4 before checking out.",gks inverter h forced outage inverter h dropped offline et failed start error code present inverter local enable state disable state switch open error inverter disabled state pv current appears normal flip switch return inverter service unknown b h found loose v signal wire terminal board goes main app board issue resolved inverter rts production verified c checking,"['gks', 'inverter', 'h', 'forced', 'outage', 'inverter', 'h', 'dropped', 'offline', 'et', 'failed', 'start', 'error', 'code', 'present', 'inverter', 'local', 'enable', 'state', 'disable', 'state', 'switch', 'open', 'error', 'inverter', 'disabled', 'state', 'pv', 'current', 'appears', 'normal', 'flip', 'switch', 'return', 'inverter', 'service', 'unknown', 'b', 'h', 'found', 'loose', 'v', 'signal', 'wire', 'terminal', 'board', 'goes', 'main', 'app', 'board', 'issue', 'resolved', 'inverter', 'rts', 'production', 'verified', 'c', 'checking']","[(3, 1), (8, 1), (10, 6), (12, 1), (13, 1), (15, 1), (17, 1), (18, 1), (68, 1), (84, 1), (97, 1), (115, 1), (124, 1), (135, 2), (160, 1), (179, 1), (262, 1), (340, 1), (342, 1), (346, 1), (351, 1), (394, 1), (449, 1), (450, 1), (458, 3), (493, 1), (518, 2), (523, 1), (526, 1), (528, 1), (540, 1), (564, 2), (611, 1), (674, 1), (701, 1), (809, 1), (905, 1), (929, 1), (1036, 3), (1086, 1), (1087, 1), (1088, 1), (1089, 1), (1090, 1), (1091, 1), (1092, 1)]"
C3S198,WO-00007592,Closed,Corrective Maintenance,2017-11-27 16:43:00,2017-11-28 16:30:00,We need to get the SD card data from all 4 of the inverters for investigation of under performance.. ,"SD card data was pulled and sent to SMA. Upon there investigation, there were no issues with the inverters and the investigation concluded that the underperformance was due to low DC to AC ratio and site elevation. This was also followed up with WO 7632 which was a UAS scan.. ",,,,2017-11-27 16:43:00,2017-11-28 16:30:00,C3a,Central Inverter,Other,Underperformance,Underperformance,,,7.5,,,NC,2015-05-08,"We need to get the SD card data from all 4 of the inverters for investigation of under performance.. SD card data was pulled and sent to SMA. Upon there investigation, there were no issues with the inverters and the investigation concluded that the underperformance was due to low DC to AC ratio and site elevation. This was also followed up with WO 7632 which was a UAS scan.. ",need get sd card data inverters investigation performance sd card data pulled sent sma upon investigation issues inverters investigation concluded underperformance due low dc ac ratio site elevation also followed wo uas scan,"['need', 'get', 'sd', 'card', 'data', 'inverters', 'investigation', 'performance', 'sd', 'card', 'data', 'pulled', 'sent', 'sma', 'upon', 'investigation', 'issues', 'inverters', 'investigation', 'concluded', 'underperformance', 'due', 'low', 'dc', 'ac', 'ratio', 'site', 'elevation', 'also', 'followed', 'wo', 'uas', 'scan']","[(11, 2), (42, 1), (56, 1), (62, 1), (65, 1), (91, 1), (128, 2), (147, 2), (148, 1), (205, 1), (211, 1), (217, 2), (274, 1), (282, 3), (341, 1), (382, 1), (387, 1), (482, 1), (517, 1), (608, 1), (695, 1), (946, 1), (1017, 1), (1093, 1), (1094, 1), (1095, 1), (1096, 1)]"
C3S162,WO-0269371,Completed,Corrective,2019-05-01 10:30:00,2019-05-02 14:05:00,"Bladen- Inverter 10- Forced outage. 05/01/2019: Inverter 10 is offline with a 3502 GF error. C4 is investigating if this has occurred in the array. DcMs.Vol.PosGnd & DcMs.Vol.NegGnd are not equal, there is a ground fault in the array.. 001 - Ground fault","W/O Bladen 5/2/19 Inverter #10 Turned inverter key switch to off. Opened the inverter door and observed the GFI breaker was tripped. Performed live dead live test, turned the combiners off and reset the GFI. Turned all combiners back on, closed door and keyed the inverter back on. Called C-4, talked to Julian , confirmed inverter was running. Inverter off at 5/1/19 10:30 am Inverter back on 5/2/19 2:04 pm Loss of production was 27 hrs. And 34 minutes. TechDispatched: Yes",,No,Critical,2019-05-01 10:30:00:00,2019-05-02 14:05:00:00,C3b,Inverter,05 - Refit(Reset),Failure Class 3 - single inverter off-line,Underperformance,,,1.66,001 - Ground fault. ,OE-23108074,NC,2017-12-18,"Bladen- Inverter 10- Forced outage. 05/01/2019: Inverter 10 is offline with a 3502 GF error. C4 is investigating if this has occurred in the array. DcMs.Vol.PosGnd & DcMs.Vol.NegGnd are not equal, there is a ground fault in the array.. 001 - Ground faultW/O Bladen 5/2/19 Inverter #10 Turned inverter key switch to off. Opened the inverter door and observed the GFI breaker was tripped. Performed live dead live test, turned the combiners off and reset the GFI. Turned all combiners back on, closed door and keyed the inverter back on. Called C-4, talked to Julian , confirmed inverter was running. Inverter off at 5/1/19 10:30 am Inverter back on 5/2/19 2:04 pm Loss of production was 27 hrs. And 34 minutes. TechDispatched: Yes",bladen inverter forced outage inverter offline gf error c investigating occurred array dcms vol posgnd dcms vol neggnd equal ground fault array ground faultw bladen inverter turned inverter key switch opened inverter door observed gfi breaker tripped performed live dead live test turned combiners reset gfi turned combiners back closed door keyed inverter back called c talked julian confirmed inverter running inverter inverter back pm loss production hrs minutes techdispatched yes,"['bladen', 'inverter', 'forced', 'outage', 'inverter', 'offline', 'gf', 'error', 'c', 'investigating', 'occurred', 'array', 'dcms', 'vol', 'posgnd', 'dcms', 'vol', 'neggnd', 'equal', 'ground', 'fault', 'array', 'ground', 'faultw', 'bladen', 'inverter', 'turned', 'inverter', 'key', 'switch', 'opened', 'inverter', 'door', 'observed', 'gfi', 'breaker', 'tripped', 'performed', 'live', 'dead', 'live', 'test', 'turned', 'combiners', 'reset', 'gfi', 'turned', 'combiners', 'back', 'closed', 'door', 'keyed', 'inverter', 'back', 'called', 'c', 'talked', 'julian', 'confirmed', 'inverter', 'running', 'inverter', 'inverter', 'back', 'pm', 'loss', 'production', 'hrs', 'minutes', 'techdispatched', 'yes']","[(3, 2), (8, 1), (10, 9), (13, 1), (15, 1), (17, 1), (26, 1), (52, 1), (69, 3), (70, 1), (74, 1), (79, 1), (95, 2), (102, 1), (122, 1), (135, 1), (197, 1), (233, 1), (237, 1), (242, 1), (250, 2), (271, 1), (276, 2), (289, 1), (295, 1), (408, 1), (418, 1), (428, 1), (432, 1), (433, 1), (501, 1), (518, 1), (588, 3), (602, 2), (672, 1), (790, 1), (1043, 2), (1045, 1), (1097, 2), (1098, 2), (1099, 2), (1100, 1), (1101, 1), (1102, 1), (1103, 1), (1104, 1), (1105, 1), (1106, 1), (1107, 2)]"
C2S40,18_033454,Closed,Corrective,2018-04-28 07:15:00,2018-04-30 07:50:00,Module 7.2.2 offline with F86-IGBT TEMP fault,Power Cycle. Hardware Replaced: ,191.0,No,,2018-04-28 07:15:00,2018-04-30 07:50:00,C2,Inverter,Power Cycle,Hardware Malfunction,Partial,,,,,,CA,2016-12-02,Module 7.2.2 offline with F86-IGBT TEMP faultPower Cycle. Hardware Replaced: ,module offline f igbt temp faultpower cycle hardware replaced,"['module', 'offline', 'f', 'igbt', 'temp', 'faultpower', 'cycle', 'hardware', 'replaced']","[(13, 1), (111, 1), (176, 1), (182, 1), (234, 1), (531, 1), (624, 1), (625, 1), (727, 1)]"
C3S234,WO-0202942,Closed,Corrective,2018-06-10 09:03:00,2018-06-11 12:30:00,"WO-00011777 ; TWE Kelford ; Central Inverter - Production Outage ;. Inverter C is offline, believed to be taken off to facilitate parts to trouble shoot inverter B.---Created By; Desmond Adams on: 06/10/2018. 019 - Unplanned outage/derate",Inverter began to export after a power cycle. Utility outage caused inverter to have a false start resulting in a fault.. TechDispatched: No,,No,Normal,2018-06-10 09:03:00:00,2018-06-11 12:30:00:00,C3b,Inverter,12 - Other,Failure Class 3 - single inverter off-line,Underperformance,,,0.0,019 - Unplanned outage/derate. ,,NC,2015-12-29,"WO-00011777 ; TWE Kelford ; Central Inverter - Production Outage ;. Inverter C is offline, believed to be taken off to facilitate parts to trouble shoot inverter B.---Created By; Desmond Adams on: 06/10/2018. 019 - Unplanned outage/derateInverter began to export after a power cycle. Utility outage caused inverter to have a false start resulting in a fault.. TechDispatched: No",wo twe kelford central inverter production outage inverter c offline believed taken facilitate parts trouble shoot inverter b created desmond adams unplanned outage derateinverter began export power cycle utility outage caused inverter false start resulting fault techdispatched,"['wo', 'twe', 'kelford', 'central', 'inverter', 'production', 'outage', 'inverter', 'c', 'offline', 'believed', 'taken', 'facilitate', 'parts', 'trouble', 'shoot', 'inverter', 'b', 'created', 'desmond', 'adams', 'unplanned', 'outage', 'derateinverter', 'began', 'export', 'power', 'cycle', 'utility', 'outage', 'caused', 'inverter', 'false', 'start', 'resulting', 'fault', 'techdispatched']","[(3, 1), (10, 4), (13, 1), (15, 3), (17, 1), (26, 1), (29, 1), (68, 1), (108, 1), (148, 1), (199, 1), (201, 1), (231, 1), (234, 1), (255, 1), (271, 1), (309, 1), (394, 1), (398, 1), (443, 1), (586, 1), (822, 1), (844, 1), (846, 1), (858, 1), (900, 1), (1108, 1), (1109, 1), (1110, 1), (1111, 1), (1112, 1), (1113, 1)]"
C3S167,WO-0208572,Closed,Corrective,2017-07-05 10:12:00,2017-10-20 15:30:00,"WO-00004844 ; Apple One ; No SD cards in the Inverters. Discovered during 2017 Q2 PM. SMA service ticket number is, 401782480 ?. No SD cards in the Inverters. Discovered during 2017 Q2 PM. SMA service ticket number is, 401782480 is for HMi screens but they are supposed to put SD cards in at same time.---Created By; Frankie Alford on: 07/05/2017. ","Checked Inverters for SD cards, only the 2 inverters that the HMI was fixed had SD cards, Need to get in touch with SMA and find out if they can send us sd cards or if a tech needs to install them.. TechDispatched: No",,No,Normal,2017-07-05 10:12:00:00,2017-10-20 15:30:00:00,C3b,Inverter,07 - Service,Failure Class 3 - single inverter off-line,Underperformance,,,0.0,. ,,NC,2015-09-17,"WO-00004844 ; Apple One ; No SD cards in the Inverters. Discovered during 2017 Q2 PM. SMA service ticket number is, 401782480 ?. No SD cards in the Inverters. Discovered during 2017 Q2 PM. SMA service ticket number is, 401782480 is for HMi screens but they are supposed to put SD cards in at same time.---Created By; Frankie Alford on: 07/05/2017. Checked Inverters for SD cards, only the 2 inverters that the HMI was fixed had SD cards, Need to get in touch with SMA and find out if they can send us sd cards or if a tech needs to install them.. TechDispatched: No",wo apple one sd cards inverters discovered q pm sma service ticket number sd cards inverters discovered q pm sma service ticket number hmi screens supposed put sd cards time created frankie alford checked inverters sd cards inverters hmi fixed sd cards need get touch sma find send us sd cards tech needs install techdispatched,"['wo', 'apple', 'one', 'sd', 'cards', 'inverters', 'discovered', 'q', 'pm', 'sma', 'service', 'ticket', 'number', 'sd', 'cards', 'inverters', 'discovered', 'q', 'pm', 'sma', 'service', 'ticket', 'number', 'hmi', 'screens', 'supposed', 'put', 'sd', 'cards', 'time', 'created', 'frankie', 'alford', 'checked', 'inverters', 'sd', 'cards', 'inverters', 'hmi', 'fixed', 'sd', 'cards', 'need', 'get', 'touch', 'sma', 'find', 'send', 'us', 'sd', 'cards', 'tech', 'needs', 'install', 'techdispatched']","[(11, 4), (14, 1), (26, 1), (27, 1), (52, 2), (73, 1), (115, 2), (147, 6), (148, 1), (201, 1), (264, 2), (274, 1), (311, 1), (358, 1), (382, 1), (417, 2), (455, 1), (497, 1), (517, 3), (552, 1), (594, 1), (716, 1), (783, 1), (840, 2), (876, 1), (891, 1), (906, 1), (1114, 6), (1115, 1), (1116, 2), (1117, 2), (1118, 1), (1119, 1)]"
C3S174,WO-00006927,Closed,Corrective Maintenance,2017-10-10,2017-11-07 10:01:00,Lost communications with inverter 2 at 12:30pm on 10/10/17. Remotely verified that inverter is still producing.. ,Found inverter 2 in sleep mode. Called Solectria to troubleshoot. They had me check wire connections and dip switches. They started a case number: 92282 They decided that one of their service techs will need to come out to solve the issue. Date and time unknown. 11.7.17 solectria tech resolved this issue. ,,,,2017-10-10 09:00:00,2017-11-07 10:01:00,C3a,Central Inverter,,Communications Outage,Communications,,,7.5164,,,NC,2017-08-09,Lost communications with inverter 2 at 12:30pm on 10/10/17. Remotely verified that inverter is still producing.. Found inverter 2 in sleep mode. Called Solectria to troubleshoot. They had me check wire connections and dip switches. They started a case number: 92282 They decided that one of their service techs will need to come out to solve the issue. Date and time unknown. 11.7.17 solectria tech resolved this issue. ,lost communications inverter pm remotely verified inverter still producing found inverter sleep mode called solectria troubleshoot check wire connections dip switches started case number decided one service techs need come solve issue date time unknown solectria tech resolved issue,"['lost', 'communications', 'inverter', 'pm', 'remotely', 'verified', 'inverter', 'still', 'producing', 'found', 'inverter', 'sleep', 'mode', 'called', 'solectria', 'troubleshoot', 'check', 'wire', 'connections', 'dip', 'switches', 'started', 'case', 'number', 'decided', 'one', 'service', 'techs', 'need', 'come', 'solve', 'issue', 'date', 'time', 'unknown', 'solectria', 'tech', 'resolved', 'issue']","[(5, 1), (10, 3), (12, 2), (14, 1), (16, 1), (18, 1), (27, 1), (52, 1), (84, 1), (115, 1), (124, 1), (131, 1), (152, 1), (160, 1), (227, 1), (328, 1), (349, 1), (358, 1), (382, 1), (393, 2), (406, 1), (408, 1), (429, 1), (438, 1), (473, 1), (603, 1), (809, 1), (1116, 1), (1120, 1), (1121, 1), (1122, 1), (1123, 1), (1124, 1), (1125, 1), (1126, 1)]"
C3S58,WO-1058742,Completed,Corrective,9/3/2019 9:25 PM,9/6/2019 11:15 AM,Blueberry One - Inverter 2.3 - Forced outage. Morning 4-Sept Inverter 2.3 is not communicating in Also Energy - C4 cannot access inverter remotely at t this time. - Using meter data it appears inverter is offline.. 019 - Unplanned outage/derate,SMA technician replaced T-20 buffer module. Unit back online.,,,High,2019-09-03 21:25:00,2019-09-06 11:15:00,C3c,Inverter,01 - Replace,Failure Class 3 - single inverter off-line,Underperformance,,,3.14,019 - Unplanned outage/derate,OE-1410089,NC,2015-12-23,Blueberry One - Inverter 2.3 - Forced outage. Morning 4-Sept Inverter 2.3 is not communicating in Also Energy - C4 cannot access inverter remotely at t this time. - Using meter data it appears inverter is offline.. 019 - Unplanned outage/derateSMA technician replaced T-20 buffer module. Unit back online.,blueberry one inverter forced outage morning sept inverter communicating also energy c access inverter remotely time using meter data appears inverter offline unplanned outage deratesma technician replaced buffer module unit back online,"['blueberry', 'one', 'inverter', 'forced', 'outage', 'morning', 'sept', 'inverter', 'communicating', 'also', 'energy', 'c', 'access', 'inverter', 'remotely', 'time', 'using', 'meter', 'data', 'appears', 'inverter', 'offline', 'unplanned', 'outage', 'deratesma', 'technician', 'replaced', 'buffer', 'module', 'unit', 'back', 'online']","[(3, 1), (4, 1), (8, 1), (10, 4), (13, 1), (14, 1), (15, 2), (27, 1), (29, 1), (66, 1), (69, 1), (111, 1), (123, 1), (144, 1), (182, 1), (217, 1), (223, 1), (227, 1), (381, 1), (544, 1), (608, 1), (670, 1), (701, 1), (715, 1), (1127, 1), (1128, 1), (1129, 1), (1130, 1)]"
C3S126,WO-0264138,Completed,Corrective,2019-04-13,2019-04-16,Hanover - Inverter 2 - Communications Outage. Hanover - Inverter 2 - Communications Loss Meter output confirmed Production not affected.. 020 - Data/Communication System Outage,"I worked with Muhammad today with the communication issue. I was able to find the fiber patch switch in inverter 3 and was able to log into the rest of the inverters and ping the cell modem, recloser but not the data logger. I went and reset the data logger and the site started communicating. Muhammad said he was going to get up with NOR-CAL and see what could be done with the data logger.. TechDispatched: Yes",,No,Normal,2019-04-13 09:00:00,2019-04-16 17:00:00,C3b,Inverter,05 - Refit(Reset),"Failure Class 9 - equipment off-line, no loss of production",Communications,,,3.14,020 - Data/Communication System Outage. ,,NC,2018-04-30,"Hanover - Inverter 2 - Communications Outage. Hanover - Inverter 2 - Communications Loss Meter output confirmed Production not affected.. 020 - Data/Communication System OutageI worked with Muhammad today with the communication issue. I was able to find the fiber patch switch in inverter 3 and was able to log into the rest of the inverters and ping the cell modem, recloser but not the data logger. I went and reset the data logger and the site started communicating. Muhammad said he was going to get up with NOR-CAL and see what could be done with the data logger.. TechDispatched: Yes",hanover inverter communications outage hanover inverter communications loss meter output confirmed production affected data communication system outagei worked muhammad today communication issue able find fiber patch switch inverter able log rest inverters ping cell modem recloser data logger went reset data logger site started communicating muhammad said going get cal see could done data logger techdispatched yes,"['hanover', 'inverter', 'communications', 'outage', 'hanover', 'inverter', 'communications', 'loss', 'meter', 'output', 'confirmed', 'production', 'affected', 'data', 'communication', 'system', 'outagei', 'worked', 'muhammad', 'today', 'communication', 'issue', 'able', 'find', 'fiber', 'patch', 'switch', 'inverter', 'able', 'log', 'rest', 'inverters', 'ping', 'cell', 'modem', 'recloser', 'data', 'logger', 'went', 'reset', 'data', 'logger', 'site', 'started', 'communicating', 'muhammad', 'said', 'going', 'get', 'cal', 'see', 'could', 'done', 'data', 'logger', 'techdispatched', 'yes']","[(0, 2), (4, 1), (5, 2), (10, 3), (11, 1), (12, 1), (15, 1), (17, 1), (25, 1), (26, 1), (56, 1), (114, 1), (197, 1), (216, 2), (217, 4), (218, 1), (223, 1), (233, 1), (236, 3), (237, 1), (242, 1), (274, 1), (339, 1), (415, 1), (429, 1), (488, 1), (518, 1), (612, 1), (619, 1), (627, 1), (628, 1), (629, 1), (631, 2), (634, 1), (637, 1), (639, 1), (713, 1), (783, 1), (787, 1), (958, 1), (1131, 1), (1132, 2), (1133, 1), (1134, 1), (1135, 1)]"
C2S46,17_010236,Closed,Corrective,2017-02-24 07:15:00,2017-02-24 08:30:00,Inverter offline due to asymmetrical array fault,No Action Required. Hardware Replaced: ,70.0,No,,2017-02-24 07:15:00,2017-02-24 08:30:00,C2,Inverter,No Action Required,Hardware Malfunction,Full,,,,,,NC,2013-12-10,Inverter offline due to asymmetrical array faultNo Action Required. Hardware Replaced: ,inverter offline due asymmetrical array faultno action required hardware replaced,"['inverter', 'offline', 'due', 'asymmetrical', 'array', 'faultno', 'action', 'required', 'hardware', 'replaced']","[(10, 1), (13, 1), (111, 1), (176, 1), (250, 1), (341, 1), (389, 1), (403, 1), (506, 1), (507, 1)]"
C3S143,WO-0208673,Closed,Corrective,2017-12-16 15:48:00,2018-02-21 15:10:00,WO-00007935 ; White Cross ; Central Inverter - Other ;. Inverter needs its DC feeder landings inspected and matched up with DAS configuration.---Created By; Ben Knowles on: 12/16/2017. 019 - Unplanned outage/derate,This had already been completed a few month rpior but I worked with C4 to make sure it was correct. TechDispatched: No,,No,Normal,2017-12-16 15:48:00:00,2018-02-21 15:10:00:00,C3b,Inverter,14 - Self Resolved,Failure Class 3 - single inverter off-line,Underperformance,,,0.0,019 - Unplanned outage/derate. ,,NC,2016-10-06,WO-00007935 ; White Cross ; Central Inverter - Other ;. Inverter needs its DC feeder landings inspected and matched up with DAS configuration.---Created By; Ben Knowles on: 12/16/2017. 019 - Unplanned outage/derateThis had already been completed a few month rpior but I worked with C4 to make sure it was correct. TechDispatched: No,wo white cross central inverter inverter needs dc feeder landings inspected matched das configuration created ben knowles unplanned outage deratethis already completed month rpior worked c make sure correct techdispatched,"['wo', 'white', 'cross', 'central', 'inverter', 'inverter', 'needs', 'dc', 'feeder', 'landings', 'inspected', 'matched', 'das', 'configuration', 'created', 'ben', 'knowles', 'unplanned', 'outage', 'deratethis', 'already', 'completed', 'month', 'rpior', 'worked', 'c', 'make', 'sure', 'correct', 'techdispatched']","[(3, 1), (10, 2), (15, 1), (26, 1), (29, 1), (42, 1), (50, 1), (148, 1), (172, 1), (199, 1), (201, 1), (281, 1), (557, 1), (561, 1), (594, 1), (834, 1), (882, 1), (887, 1), (1135, 1), (1136, 1), (1137, 1), (1138, 1), (1139, 1), (1140, 1), (1141, 1), (1142, 1), (1143, 1), (1144, 1), (1145, 1)]"
C2S114,17_016342.3,Closed,Corrective,2017-09-01 00:00:00,2017-09-26 08:24:00,Inverter under performing in high ambient conditions,No Action Required. Hardware Replaced: ,307.0,No,,2017-09-01 00:00:00,2017-09-26 08:24:00,C2,Inverter,No Action Required,Hardware Malfunction,Partial,,,,,,CA,2015-11-30,Inverter under performing in high ambient conditionsNo Action Required. Hardware Replaced: ,inverter performing high ambient conditionsno action required hardware replaced,"['inverter', 'performing', 'high', 'ambient', 'conditionsno', 'action', 'required', 'hardware', 'replaced']","[(10, 1), (111, 1), (176, 1), (389, 1), (403, 1), (440, 1), (550, 1), (554, 1), (1146, 1)]"
C2S127,16_004960,Closed,Corrective,2016-10-29 07:00:00,2016-10-29 08:00:00,Inverter cycling due to unknown,No Action Required. Hardware Replaced: ,40.0,No,,2016-10-29 07:00:00,2016-10-29 08:00:00,C2,Inverter,No Action Required,Hardware Malfunction,Mixed,,,,,,CA,2016-07-25,Inverter cycling due to unknownNo Action Required. Hardware Replaced: ,inverter cycling due unknownno action required hardware replaced,"['inverter', 'cycling', 'due', 'unknownno', 'action', 'required', 'hardware', 'replaced']","[(10, 1), (111, 1), (176, 1), (341, 1), (389, 1), (403, 1), (545, 1), (1147, 1)]"
C3S186,WO-0202331,Closed,Corrective,2018-03-13 13:26:00,2018-03-13 13:45:00,WO-00009688 ; Charlie ; Central Inverter - Production Outage ; Fault Code: DC subsystem & DC subsystem fault. Inverter D at Charlie offline. Faults on Inverter D are: DC subsystem & DC subsystem fault not cleared. Remotely tried to reset CPU and Reboot of PVM failed bringing it back online.---Created By; Michael Smith on: 03/13/2018. 019 - Unplanned outage/derate,"Performed remote power cycle day before. Unit is online but issue is related to water intrusion. Same steps are needed to be followed in regards to conduit sealing, refer to Big Boy.. TechDispatched: No",,No,Normal,2018-03-13 13:26:00:00,2018-03-13 13:45:00:00,C3b,Inverter,13 - Remote Reset,Failure Class 3 - single inverter off-line,Underperformance,,,0.0,019 - Unplanned outage/derate. ,,NC,2014-12-12,"WO-00009688 ; Charlie ; Central Inverter - Production Outage ; Fault Code: DC subsystem & DC subsystem fault. Inverter D at Charlie offline. Faults on Inverter D are: DC subsystem & DC subsystem fault not cleared. Remotely tried to reset CPU and Reboot of PVM failed bringing it back online.---Created By; Michael Smith on: 03/13/2018. 019 - Unplanned outage/deratePerformed remote power cycle day before. Unit is online but issue is related to water intrusion. Same steps are needed to be followed in regards to conduit sealing, refer to Big Boy.. TechDispatched: No",wo charlie central inverter production outage fault code dc subsystem dc subsystem fault inverter charlie offline faults inverter dc subsystem dc subsystem fault cleared remotely tried reset cpu reboot pvm failed bringing back online created michael smith unplanned outage derateperformed remote power cycle day unit online issue related water intrusion steps needed followed regards conduit sealing refer big boy techdispatched,"['wo', 'charlie', 'central', 'inverter', 'production', 'outage', 'fault', 'code', 'dc', 'subsystem', 'dc', 'subsystem', 'fault', 'inverter', 'charlie', 'offline', 'faults', 'inverter', 'dc', 'subsystem', 'dc', 'subsystem', 'fault', 'cleared', 'remotely', 'tried', 'reset', 'cpu', 'reboot', 'pvm', 'failed', 'bringing', 'back', 'online', 'created', 'michael', 'smith', 'unplanned', 'outage', 'derateperformed', 'remote', 'power', 'cycle', 'day', 'unit', 'online', 'issue', 'related', 'water', 'intrusion', 'steps', 'needed', 'followed', 'regards', 'conduit', 'sealing', 'refer', 'big', 'boy', 'techdispatched']","[(10, 3), (12, 1), (13, 1), (15, 2), (17, 1), (26, 1), (29, 1), (42, 4), (69, 1), (108, 1), (109, 1), (129, 1), (144, 2), (148, 1), (149, 1), (199, 1), (201, 1), (203, 1), (227, 1), (234, 1), (242, 1), (271, 3), (450, 1), (493, 1), (544, 1), (568, 1), (668, 4), (931, 1), (934, 1), (940, 1), (946, 1), (961, 1), (963, 1), (1030, 1), (1032, 1), (1033, 1), (1148, 1), (1149, 1), (1150, 2), (1151, 1), (1152, 1), (1153, 1), (1154, 1), (1155, 1), (1156, 1), (1157, 1), (1158, 1)]"
