randid,Date_EventStart_Consistent,Date_EventEnd_Consistent,GeneralDesc,CompletionDesc,Asset,states,Commissioning_Date,DC_Size_kW,AC_Size_kW,PlantType,ArrayType,InverterType,InverterOEM
C3S175,2019-07-07 11:05:00,2019-07-08 14:15:00,Hood Farm - Site - Offline. 7/7/19 1105 EST - Site tripped offline - C4 does not have access to recloser but was able to verify all inverters off via AlsoEnergy - Fault: F29 L1 High Voltage. 019 - Unplanned outage/derate,Subcontractor replaced the Lightning Arrestor Elbow and re-fused the cutout. Site was RTS 1400 on 7/8,Plant,NC,2017-08-01,7002.0,5070.0,Utility-scale,Fixed,central,Power Electronics
C3S34,2019-08-27 09:00:00,2019-09-30 17:00:00,"Baker Point - Utility RTU - Communications loss. Email received from PJM - ""PJM has tried resetting your data link but has been unsuccessful. It appears your director is not authenticated to the PJM Master Station. Please reset/investigate the director itself or the internet link by which it connects to PJM."" Onsite investigation required. Unable to connect to the VPN.. 020 - Data/Communication System Outage","8/27/2019 Tim Chaput - Contacted GOT Electric for dispatch. Once I get ETA I will update. 8/28/2019 Tim Chaput - GOT Electric on site 8:27 AM GOT electric tech Joshua informed us that the problem is xfinity outage. He confirmed with Comcast. Outage should end today. Will monitor. 9/3/2019 Tim Chaput - Comcast on site this morning, and replaced modem. - Confirmed modem is operational, and connected to the Comcast network. - Tech could not verify our system either due to bad LAN switch, or firewall blocking his access. - C4 to verify coms. 9/30/2019 Tim Chaput - repair complete. - Sonic wall, and modem configured and replaced. - All coms verified. ***Summary **** - GOT Electric originally dispatched to site for RTU outage. DAS communicating. - Was found that RTU Modem was inop, most likely due to Lightning. - Comcast on site to replace modem (confirmed inop). - GOT back to site to evaluate, and found Sonic wall damaged due to surge as well. - New Sonic Wall ordered, and sent to GOT. - GOT back on site to replace Sonic Wall, confirmed operations, and communications restored. **** Coupa PO#108130 for GOT Electric $1560.00, 3 visits total ******",Plant,MD,2017-10-16,11315.88,11000.0,Utility-scale,Fixed,central,SMA America
C3S34,2019-08-23 08:30:00,2019-08-23 15:10:00,Baker point --- site --- unplanned utility outage. site breaker is open due to an event on the utility line. C4 can not connect remotely to baker point site. RDP will not connect. recommend dispatch notes from utility notification follows 7:49 PM 8/22/2019 arron w first energy --- baker point breaker is open due to a fault on utility line fault is cleared permission is granted to close breaker call from dustin at ces 8:21 PM 8/22/2019 dustin w ces --- called to ask about his lost comms with baker point. c4 informed him of what was going on and he asked to be updated as soon as we get one at 267-238-1882. 019 - Unplanned outage/derate,"8/23/2019 Tim Chaput (6:35 AM) - Contacted GOT Electric for dispatch to site to evaluate. Will update with ETA when received. 8/23/2019 Tim Chaput (9:05 AM) - Spoke with Grant from GOT Electric and they will have someone on site today to evaluate. - Will update once I receive more information. 8/23/2019 Tim Chaput - Grant from GOT Electric onsite at around 3 pm to reset site. - Grant was in contact with C4 for reset, and verification of operation / coms. - Site resumed normal operations & communications. - Loss of coms is most likely due to not only the Utility outage, but also proximity lighting which froze the modem. Nexonia Expense # 24343",Plant,MD,2017-10-16,11315.88,11000.0,Utility-scale,Fixed,central,SMA America
C3S34,2019-06-13 16:55:00,2019-06-14 06:15:00,Baker Point - Site - Unplanned Utility Outage. Baker tripped offline at 1730 EST on 6/13/19 with a loss of utility voltage.. 019 - Unplanned outage/derate,6/14/2019 Tim Chaput - Utility has restored grid. - Site has resumed normal operations.,Plant,MD,2017-10-16,11315.88,11000.0,Utility-scale,Fixed,central,SMA America
C3S80,2019-07-27 09:00:00,2019-07-29 17:00:00,Maxton - CB 5.5 - Forced outage. 9:30am 24-July CB 5.5 stopped producing - found this using Power Factors. 019 - Unplanned outage/derate,7/29/19 There seems to be some confusion on this WO. This WO is showing CB 5.5 on Power Factors and 5.2 on Power Tracks. I believe there is an issue in how the ID is written in Power Factors. CB 5.2 is off due to some components over heating found during Annual PM on 5/24/19. There is a WO already made for that issue. Confirmed with C4 that the correct CB off is CB 5.2.,Combiner,NC,2016-09-20,7008.0,5280.0,Utility-scale,Fixed,central,SMA America
C3S80,2019-07-20 07:30:00,2019-07-20 16:55:00,"Maxton - Inverter 4 - Forced Outage. 07:30 EST 07/20/19 Maxton Inverter 4 tripped offline due to a 3502-GFDI. C4 is attempting to perform a reset on the Inverter. Reset was unsuccessful, Site Visit is required.. 001 - Ground fault","7/20/19 Upon arrival at site, Inverter 4 was not running with the GFDI tripped. Power cycled inverter and inverter started with no issues. Confirmed with C4 that inverter is online and producing.",Inverter,NC,2016-09-20,7008.0,5280.0,Utility-scale,Fixed,central,SMA America
C3S220,2019-08-24 09:15:00,2019-08-24 14:00:00,"South Louisburg - Inverter 1 - Forced Outtage/comms. 08/24/19 09:15 EST South Louisburg Inverter 1 stopped producing/communicating. C4 can not remotely log into this Inverter, also C4 cannot connect to the Shark Meter for Inverter 1. Site Visit is required to verify if it's a comms issue or if the Inverter is offline.. 019 - Unplanned outage/derate","8/24/: A.Clack, Inverter 1 was offline upon arrival with a coolant pressure fault. Coolant pressure at the HMI was -6 psi, and the analog gauge at 0 psi. Three initial pumps raised the psi from -6 to 24. This unit required very little coolant to be brought back within normal operating range. Coolant pressure was left at 26 psi with the unit back online.",Inverter,NC,2016-08-31,6979.0,5010.0,Utility-scale,Fixed,Central,Eaton Cooper Crouse-Hinds
C3S220,2019-06-23 07:30:00,2019-06-24 14:30:00,South Louisburg - Inverter 1 - Forced outage. Inverter 1 is offline as of 730 on 06/23/19. C4 verified loss of production through the Shark meter. The 1024 fault code being indicated in PowerFactors does not correlate with any fault codes in the Eaton Power Expert manual.. 019 - Unplanned outage/derate,"Upon arrival the inverter was offline due to low pressure. During troubleshooting a small leak was discovered around the PT1 fitting. The fitting was able to be tightened a 1/4 turn. After tightening and cleaning, the coolant system was re-balanced and the inverter resumed normal operation. After the inverter ran for a while the fitting showed no signs of leaking.",Inverter,NC,2016-08-31,6979.0,5010.0,Utility-scale,Fixed,Central,Eaton Cooper Crouse-Hinds
C3S220,2019-06-07 09:00:00,2019-07-30 17:00:00,South Louisburg - Inverter 1 - AC Breaker Door. The AC breaker door of inverter 1 was found off with both hinges broken.. 013 - Broken,"The factory rivets were drilled out of the door and hinges. Screws and epoxy were purchase for the repair. After the screws were installed, the epoxy was applied to the backside to hold the screws tight.",Inverter,NC,2016-08-31,6979.0,5010.0,Utility-scale,Fixed,Central,Eaton Cooper Crouse-Hinds
C3S220,2019-07-19 07:45:00,2019-07-19 13:45:00,South Louisburg - Inverter 2 - Forced Outage. Inverter 2 failed to come online on the morning of 7/19/19. The revenue meter and shark meter attached to it is reporting no production. C4 does not have remote accessibility to this inverter. 019 - Unplanned outage/derate,Inverter 2 was offline due to a ground fault. The GF breaker was tripped but the GF fuse remains intact. The breaker was reset after confirming that GF voltage was not present. The unit resumed normal operation as of 1400.,Inverter,NC,2016-08-31,6979.0,5010.0,Utility-scale,Fixed,Central,Eaton Cooper Crouse-Hinds
C3S220,2019-07-20 15:30:00,2019-07-20 19:15:00,"South Louisburg - Inverter 3 - Forced Outage. 15:45 EST 07/20/19 South Louisburg Inverter 3 tripped off line. C4 doesn't have remote access to Eaton Inverters, but was able to verify that the Inverter was offline through the Shark Meter. See Screen Shot Site Visit is Required. 019 - Unplanned outage/derate",2019.07.20 B.H.- Intermittent ground fault on inverter 3. Verifed zero ground voltage and reset unit.,Inverter,NC,2016-08-31,6979.0,5010.0,Utility-scale,Fixed,Central,Eaton Cooper Crouse-Hinds
C3S220,2019-06-06 16:15:00,2019-06-07 09:00:00,South Louisburg - Inverter 3 - Forced outage. South Louisburg - Inverter 3 - Forced outage - Fault 128 in Power Factors - around 4 PM this inverter stopped producing. 001 - Ground fault,6/7/19 CC: Inverter was found with a ground fault upon arrival. CB-3 was observed opened with the GFDI fuse intact. No GF voltage was detected after closing in CB-3. Fault was cleared and the inverter resumed normal exporting.,Inverter,NC,2016-08-31,6979.0,5010.0,Utility-scale,Fixed,Central,Eaton Cooper Crouse-Hinds
C3S220,2019-07-07 17:00:00,2019-07-08 09:00:00,"South Louisburg - Inverter 3.3 - Forced Outage. At approximately 1445 ET Inverter 3.3 ceased to produce. C4 cannot remotely access Eaton Xpert inverters The Shark Meter for inverter 3 would not load, the meters for the other two inverters did load. The Draker Live Terminal shows good communication The RM - 3 meter is showing negative values until roughly 1600 ET and then flat-lines at zero. 001 - Ground fault",Transient ground fault. Unit reset and returned to production.,Inverter,NC,2016-08-31,6979.0,5010.0,Utility-scale,Fixed,Central,Eaton Cooper Crouse-Hinds
C3S300,2018-11-01 09:00:00,2019-06-03 17:00:00,Transformer 3 - leak. Transformer 3 is leaking at the tap changer. Discussion with Swinerton is ongoing regarding who is responsible for the repair. 013 - Broken,"Vale Electric isolated Transformer 3 from inverter 3 and from transformer 2. Western Utilities Transformers arrived on site and performed Winding Resistance Testing, TTR testing and insulation resistance testing. C phase had unsatisfactory results after each test. Transformer oil was drained below tap changer. When tap changer was removed C phase had charring on the tap. Tap changer fell apart after being removed. new tap changer was installed and WIR, TTR and IRT testing was performed. All results were satisfactory and C phase tested compatible with A & B phases. Transformer primary cabling was reinstalled and inverter re-connected with flexibus. Site was re-energized all inverters had green check marks but being night time we could not guarantee production. Inverter 3 did not come online the morning of June 1st due to a unspecified hardware fault. I traveled to site, investigated and inverter began producing. Production was confirmed by C4 through Power factors.",Transformer,OR,2016-12-03,5891.0,6600.0,Utility-scale,Tracker,,SMA America
C3S300,2019-05-23 09:00:00,2019-06-03 17:00:00,"Railroad - Transformer 3 - Forced Outage. Swinerton/Solv had a failure inside of transformer 3. Attempted repairs on the tap changer retrofit that was installed 5/21/19. Kris Ivers deployed a spill kit to clean up. Contained on Pad. Bottom of cabinet clean, drip line from tap changer clean, no longer leaking. Contractor took photos, will be emailing to Wade Fitzgerald. MVT 3 is isolated from 1 & 2. Inverter 3 will remain offline until repairs can be completed.. 019 - Unplanned outage/derate","Vale Electric isolated Transformer 3 from inverter 3 and from transformer 2. Western Utilities Transformers arrived on site and performed Winding Resistance Testing, TTR testing and insulation resistance testing. C phase had unsatisfactory results after each test. Transformer oil was drained below tap changer. When tap changer was removed C phase had charring on the tap. Tap changer fell apart after being removed. new tap changer was installed and WIR, TTR and IRT testing was performed. All results were satisfactory and C phase tested compatible with A & B phases. Transformer primary cabling was reinstalled and inverter re-connected with flexibus. Site was re-energized all inverters had green check marks but being night time we could not guarantee production. Inverter 3 did not come online the morning of June 1st due to a unspecified hardware fault. I traveled to site, investigated and inverter began producing. Production was confirmed by C4 through Power factors.",Transformer,OR,2016-12-03,5891.0,6600.0,Utility-scale,Tracker,,SMA America
C3S300,2019-07-29 00:55:00,2019-07-29 13:10:00,"Railroad -- Inverter 2 -- Offline. Railroad inverter 2 is offline as of 7/28 1100 hrs, C4 is having difficulty remotely connecting to troubleshoot at this time. 0000 - Unknown",Inverter 2 was offline upon arrival. The inverter was power cycled and restarted and is now functioning normally. Service information was downloaded and sent into SMA service account.,Inverter,OR,2016-12-03,5891.0,6600.0,Utility-scale,Tracker,,SMA America
C3S27,2019-05-12 14:20:00,2019-05-13 01:51:00,East Bridge Water - Cluster Controllers 2 & 3 - Communication Issues. Cluster Controllers 2 & 3 have multiple strings not communicating in PF for over a month. Pad meters suggest that the string inverters are producing. A similar issue with pad 4 is detailed in WO-0236627. 020 - Data/Communication System Outage,"6/13/2019 Tim Chaput - Closing this WO as issue is not with the cluster controllers. - Issue is due to CAT 5 cables that have faulted, and need to be replaced. - Waiting for Soltage to authorize.",Inverter,MA,2016-01-13,2822.0,2340.0,Utility-scale,Fixed,string,SMA America
C3S27,2019-09-20 07:35:00,2019-09-21 00:50:00,East Bridgewater - String inverter 5-3-5 - Forced outage. 7:35am 20-Sept String inverter 5-3-5 went offline w/ 3501 ground fault - C4 attempted to remote rest this inverter - but failed to get inverter back online. 001 - Ground fault,9/20/2019 Tim Chaput - Inverter has resumed normal operation at this time. - Verified via Also Energy (see screenshot attached).,Inverter,MA,2016-01-13,2822.0,2340.0,Utility-scale,Fixed,string,SMA America
C3S27,2019-09-26 07:55:00,2019-09-26 15:10:00,"East Bridgewater - String Inverter 5.3.3 - Forced Outage. 10:55 AM 9/26/2019 East Bridgewater String Inverter 5-3-3 tripped offline due to a 3501: Insulation Resistance. C4 attempted to remotely reset the Inverter but was unsuccessful. Site Visit Required. 10/15/2019 Tim Chaput - Adding 5-3-5 as well, same issue as 5-3-3.. 001 - Ground fault","9/27/2019 Tim Chaput - Tried several remote attempts to clear fault (Insulation Fault) on the DC side with no success. - Inverter will need to be evaluated on site for further diagnosis. Will look at if in the area or at the site next visit. - See screen shot. Unit is showing 83kOhms on DC side. 9/30/2019 Tim Chaput - Inverter appears to have resumed operation on 9/29. - Will continue to monitor. (see screenshot attached). 10/2/2019 Crystal Patteson Inverter did not start up the morning of 10/1. 10/10/2019 Crystal Patteson Self-resolved at 5:15 PM on 10/4. 10/16/2019 Tim Chaput - On site today for Cluster 2 communications. - Inspected both inverters 5-3-3 & 5-3-5 --- 5-3-5 - Found inverter operational at time of visit - Inspected DC combiner & inverter (no issues found, no ground faults, no damage). - Opened several of the weather heads, and found on DC Negative wire looked to be skinned during install. - Installed rubber tape, and covered with electrical tape as well. - This should clear the ""insulation fault"" that occurs during wet weather. ---5-3-3 - Found inverter in operation upon arrival. - Opened DC Combiner & Inverter (found no obvious damage). - Noted all 6 strings had leakage to ground. - After inspecting the array, and all weather heads we identified strings 5-3-3-3 & 5-3-3-6 to be cause of ground leakage (ground faulted). - Appears a mouse has moved into the conduit and conduit body in that portion of the array through one of the weather heads. - Mice / mouse has chewed a positive and 2 negative wires. (see photos attached). - Unplugged array 5-3-3-3 & 5-3-3-6 to make safe, and prevent further faults. - Wire for both strings will need to be replaced. (200' PV Red & 400' of PV Black). - 6 man hours & $100 in materials to correct. - Placed inverter back into service with 2 strings removed. 2/24/2020 -Mike Duffy and Tim Chaput on site to repair down strings. -The chewed cables were replaced. -Strings were tested and found no signs of active ground fault. -Strings reconnected and inverter put back into service. -Comms and production verified via C4. **** Materials Used **** 300' of PV wire used @ $.29 per foot = $87.00",Inverter,MA,2016-01-13,2822.0,2340.0,Utility-scale,Fixed,string,SMA America
C3S27,2018-12-10 09:00:00,2019-10-16 17:00:00,"East Bridgewater - Multiple Inverters - Communications outage. String inverters 4-1-1, 4-1-2, 4-1-5, 4-2-1 through 4-2-5 are not communicating. Inverters read 'At present there is no connection to the selected device' in cluster controller web portal. Including inverter 2-4-4. String inverters stopped communicating at 0540 ET on 10-Dec. Production can be verified by the pad meter. All inverters not fully communicating with Cluster Controller at this time. Update 29 dec all of pad 4 seems to be having comms issues, meter shows production 1/30/2019 Tim Chaput - Adding inverters 3-1-1 through 3-2-1 communications from WO-0246226 to this WO. 01/31/19 String inverters 2-1-1 through 2-2-4 not communicating. Verified production Update (7/25/19): The following inverters on Pad 2 & 3 are not communicating in the cluster controller or the DAS platform: 2-2-1, 2-1-1, 2--2, 2-2-3, 2-4-4, 2-2-4, 2-1-3, 2-2-2, 2-1-4 3-2-1, 3-1-4, 3-1-5, 3-1-2,. 3-1-1. C4 suspects this issue is related to the CAT 5 cable problem identified in the completion notes below.. 020 - Data/Communication System Outage","2/27/2019 Tim Chaput - Shielded CAT 5 cable ordered, to arrive 3/1/19 9/18/2019 Tim Chaput - On site for PM, and had time to work Pad 3 coms issue. - Communications cable (CAT 5) between inverters 3-2-2 & 3-2-1 shorted (tested with RJ45 / CAT 5 tester). - Replaced CAT 5 cable, and communications resumed up to inverter 3-2-1. - Inverters 3-1-1 to 3-1-5 (in same loop, and down stream) still not communicating. - Tested CAT 5 between inverters 3-2-1 & 3-1-1, and actually had no continuity at all (no test result) which indicates complete failure on all pairs. - Installed temp CAT 5 patch cables between inverters 3-2-1 & 3-1-1, and the rest of the inverters on that loop resumed communications. - Installed new CAT 5 cable between inverters 3-2-1 & 3-1-1, terminated, and verified via Also Energy that all Pad 3 inverters are communicating at this time. - No time to work Pad 2 coms today. 10/16/2019 Tim Chaput & Mike Duffy - On site today to repair Cluster 2 inverter communications. - Replaced bad CAT 5 cable between inverters 2-4-4 & 2-4-3, and terminated. - Found obvious faulted cable, coms resumed with new cable. - Found inverter 2-4-2 just needed a power cycle, and coms resumed. - Found inverter 2-5-1 also just needed a power cycle, and coms resumed. - Found faulted cable between inverters 2-1-4 & 2-1-5. - Replaced CAT 5 cable, and all other inverters that were not communicating resumed communications. --------- Nexonia expense # 20390 *** Repair Complete ****",Pad,MA,2016-01-13,2822.0,2340.0,Utility-scale,Fixed,string,SMA America
C3S27,2019-09-10 09:00:00,2019-09-26 17:00:00,East Bridgewater - Camera intermittent comms. The camera at East Bridgewater is reporting intermittently. IP and port forwards have been investigated and are correct. Remote Investigation is continuing and a site visit may become necessary.. 020 - Data/Communication System Outage,"9/17/2019 Tim Chaput - While on site today to work PM the camera was evaluated. - It appears the POE Ethernet unit (Also Energy provided) is faulted. - Power cycled unit, and it will resume operation for very short time, then fault again. - Will contact Also Energy for RMA replacement. 9/19/2019 Tim Chaput - Camera has been operating the last 2 days with no issues. - I was able to remotely control the camera as well. - No gaps in data from the past 2 days either. - Will continue to monitor the next few days, and contact Also if issue persists. 9/26/2019 Tim Chaput - Camera has been operational for the past several days with no gaps. - I have all equipment info if issue presents itself again, and will contact Also Energy for RMA POE.",Plant,MA,2016-01-13,2822.0,2340.0,Utility-scale,Fixed,string,SMA America
C3S27,2019-08-20 07:00:00,2019-08-20 17:00:00,East Bridgewater - String Inverters 1.2.2 & 3.4.5 - Forced Outage. 07:00 EST 08/20/19 East Bridgewater String Inverters 1.2.2 & 3.4.5 tripped offline due to a 43 Electric Arc Detected. C4 is attempting to reset the Inverters. Reset was successful.. 002 - Arc fault,C4 remotely reset the Inverters.,Plant,MA,2016-01-13,2822.0,2340.0,Utility-scale,Fixed,string,SMA America
C3S175,2019-09-09 09:00:00,2019-10-03 17:00:00,Hood Farm - CB 1.4 - Not Reporting. CB 1.4 dropped offline at 1325 ET on 9/7/19 but it is still communicating in PF (zero production on 9/8/19). 9/18 update: looks to be a communication issue. WO description being changed from FO to Not Reporting. 019 - Unplanned outage/derate,"We checked the fuse in the recombiner and it had bad heat stress due to bottom bolt was not tight. It also melted the CT. Replace fuse and CT (from spares provided under warranty by PE). Tested contactor for proper functionality with bench-top power supply. Contactor tested good, left in service.",Combiner,NC,2017-08-01,7002.0,5070.0,Utility-scale,Fixed,central,Power Electronics
C3S34,2019-06-28 09:00:00,2019-10-21 17:00:00,"Baker Point - CB 2.10 - Communications System Outage. Jason with GOT Electric brought Inverter 2 back online. While doing so, during checkout C4 noticed CB 2-10 not reading in Skytron & PF. Jason cycled power on the CB which did not bring CB back on our end. Jason confirmed production locally, CB 2-10 no comms.. 002 - Arc fault","9/3/2019 Tim Chaput - CB has been verified on site to be operational, and producing during last 2 site visits by GOT Electric. - Suspect CT operation at inverter. - Will be onsite next week (9/9/19) to evaluate further. 9/10/2019 Tim Chaput - On site today to work annual PM. - Found CB 2-10 is in fact operational, and communicating. - DID find CB 2-12 has catastrophically failed internally, and is not operational. - CB 2-12 is misaligned in the DAS with CB 2-10 hence each time GOT has visited the site it was not found. - CB 2-12 will need to be replaced. 9/11/2019 Tim Chaput - Shoals will send replacement parts, no RMA given. - Parts to be shipped to GOT Electric for install. 9/13/2019 Tim Chaput - Quote received from GOT Electric, and attached to WO. $1,650.00 9/16/2019 Tim Chaput - Coupa PO# 108006 issued for $1,650.00 9/30/2019 Tim Chaput - Shoals to ship new CB today. 10/10/2019 Tim Chaput - GOT Electric has received new CB - Scheduled to install 10/17. 10/17/2019 Tim Chaput - GOT Electric on site today to replace CB 2-12 - Confirmed via Skytron CB 2-12 is back in service. **** Repair Complete *****",Combiner,MD,2017-10-16,11315.88,11000.0,Utility-scale,Fixed,central,SMA America
C3S34,2019-06-28 00:05:00,2019-07-11 17:00:00,Baker Point - CB 2-10 - Forced Outage. On 6/27/19 12:05 Baker point CB 2-10 stopped performing. See Screen Shot. 020 - Data/Communication System Outage,7/10/2019 Tim Chaput - CB 2-10 is producing as verified on site by Jason at GOT Electric. - This issue is a coms issue in the inverter as the communications is via CT at the inverter. No wiring for coms from CB's to DAS on site. - See WO-0281889 for coms issue.,Combiner,MD,2017-10-16,11315.88,11000.0,Utility-scale,Fixed,central,SMA America
C3S34,2019-06-20 09:00:00,2019-06-28 17:00:00,Baker Point- CB 4.4- Forced outage. SolarBOS CSKT400C number 4 on inverter 4 stopped producing power on 6/18/2019 @1200.. 019 - Unplanned outage/derate,"6/27/2019 Tim Chaput - Got Electric to be onsite to evaluate 6/28. 6/28/2019 Tim Chaput - GOT Electric onsite today. - Found inop Gigavac contactor. - Replaced with spare in conex on site. - CB 4-4 is back in service, and producing as expected.",Combiner,MD,2017-10-16,11315.88,11000.0,Utility-scale,Fixed,central,SMA America
C3S34,2019-08-31 09:00:00,2019-09-05 17:00:00,Baker Point - CB 4.12 - Forced outage. 31-Aug CB 4.12 did not start producing in the morning. 020 - Data/Communication System Outage,"9/5/2019 Tim Chaput - CB offline appears to be a coms issue. - CB is communicating again as of today. - Will monitor, and evaluate next week during PM if necessary.",Combiner,MD,2017-10-16,11315.88,11000.0,Utility-scale,Fixed,central,SMA America
C3S34,2019-09-26 09:45:00,2019-09-26 17:00:00,Baker Point - Inverter 5 - Forced Outage. 05:48 AM 9/26/2019 Inverter 5 shows faults 6422 (Unspecified HW fault) & 7621 (Link from SC30DST 0 or SC30ACC lost) via SMA GUI. C4 attempted to reset inverter 5. Reset successful. Site visit not required.. 019 - Unplanned outage/derate,C4 reset inverter 5.,Inverter,MD,2017-10-16,11315.88,11000.0,Utility-scale,Fixed,central,SMA America
C3S34,2019-09-27 10:05:00,2019-09-27 11:05:00,Baker Point - Inverter 5 - Forced Outage. 09/27/2019 09/27/2019 05:12:56.254 Inverter 5 shows faults 6422 (Unspecified HW fault) & 7621 (Link from SC30DST 0 or SC30ACC lost) via SMA GUI. C4 attempted to reset inverter 5. Reset successful. Site visit not required.. 019 - Unplanned outage/derate,C4 reset inverter 5 via inverter WebGUI at 10:42 AM 9/27/2019,Inverter,MD,2017-10-16,11315.88,11000.0,Utility-scale,Fixed,central,SMA America
C3S34,2019-06-27 11:20:00,2019-06-27 13:40:00,Baker Point - Inverter 2 - Forced Outage/Intermittent. 6/27/19 1120 EST - Baker Point Inverter 2 has a DC GF on the positive ground - C4 attempted a remote reset that was unsuccessful 6/27/19 1340 EST Inverter came back online. Via the GUI C4 could see on multiple occasions faults coming in and clearing. 001 - Ground fault,"6/27/2019 - 1:55 PM Tim Chaput - Contacted GOT Electric to dispatch a tech to Baker Point. - Will update once I receive a time frame from them. 6/27/2019 - 2:06 PM Tim Chaput - GOT Electric to have a tech onsite tomorrow (6/28). - Will update when I hear from them. 6/28/2019 Tim Chaput - GOT Electric on site today, and found Inverter 2 operational. - Verified that unit did trip offline yesterday (6/27) at around 1200 kW production. - Inverter was producing at 750 kW upon arrival, and operating at 1500 kW at time of departure. - Will monitor this inverter for further issues. ** GOT also repaired CB 4-4 while on site *** ***** See Attachments for billing ***** I expensed this due to small amount.",Inverter,MD,2017-10-16,11315.88,11000.0,Utility-scale,Fixed,central,SMA America
C3S175,2019-09-12 09:00:00,2019-10-02 17:00:00,Hood Farm - PV Module - Blown off in Dorian. A single module was discoverd to have blown off in the Post-Dorian Inspection. It will need to be replaced. It is located on string 1.8.25/26. 019 - Unplanned outage/derate,Where the racking connects there was some loose hardware. That allowed the racking to expand when the module came off. We then had to slide modules down on each side of the missing module to make room for it to fit. We replaced the module.,Module,NC,2017-08-01,7002.0,5070.0,Utility-scale,Fixed,central,Power Electronics
C3S175,2019-06-27 09:00:00,2019-07-02 17:00:00,"Hood Farm - Inv Mod's 2.8 & 3.5 - Forced Outage. Inverter mod's 2.8 and 3.5 went offline the day of 6/26/19. 2.8 with a bus differential voltage fault. 3.8 with a F95 DCFuse fault. C4 performed a remote reset, and will monitor to ensure it comes on line in the morning. Call prior to dispatch update 6/27 3.8 does not exist in also on inverter graph but does on zone graph and it is running on zone graph, but 2.8 remains showing 0 production in ALSO in PF inverter 2 has stopped communicating Update 1-Jul Mod 2.8 and 3.5 both have Fault 95 DC Fuse fault. 0000 - Unknown",Mod 1.9 had a bad DC contactor and 400 amp DC fuse. They were changed and the mod is producing. Mod 2.8 had a bad 400 amp fuse that we were waiting on Power Electronics to send out. We got the fuses in and changed the fuse and the mod is producing.,Module,NC,2017-08-01,7002.0,5070.0,Utility-scale,Fixed,central,Power Electronics
C3S300,2019-05-22 09:00:00,2019-06-03 17:00:00,"Railroad - Multiple Inverters - Planned Outage. MVT repairs. Recloser was opened and later closed back in for repairs. Inverters were left offline as per technicians request. Will return in the morning of 5/22/19 to re-energize inverters UPDATE: inverters 1 & 2 were returned to service on 5/22, inverter 3 remains offline for additional day (part needed). 018 - Planned outage/derate",Inverters were down due to site outage to address failed tap changer in MVT #3. Time Entries and notes in WO-0274661.,Inverter,OR,2016-12-03,5891.0,6600.0,Utility-scale,Tracker,,SMA America
C3S300,2019-09-26 09:00:00,2019-10-29 17:00:00,Railroad- Tracker 2.3 Stalled. Tracker 25.006.BLK01.Pad02.INV01.TCU02.TRK03 stalled as of 9/24. It started going bad 9/22. See attached screenshot.. 001 - Ground fault,New control wire and conduit was installed by Vale Electric Co. The control wire was terminated and the tracker was calibrated. The tracker is functioning correctly as of 10/17.,Tracker,OR,2016-12-03,5891.0,6600.0,Utility-scale,Tracker,,SMA America
C3S300,2019-08-19 09:00:00,2019-09-09 17:00:00,"Railroad-Trackers-Stalled. There appears to be stalled trackers at railroad based upon CB data. CB's 1.1.10,1.1.11,1.1.12, 1.1.16 are severely under performing in the morning so tracker likely stalled in line with where it should be in afternoon. Please note that trackers will appear to be in line after about 4pm. Before 4pm there should be noticeable difference in tracker angle. Please see attached photos for evidence. BLK1.Pad01.INV01.TCU02.TRK04 is the culprit.. 001 - Ground fault",Wire was damaged and failed Megger Testing on each wire. Wire was chewed by rodents. New control wire and conduit was installed on Thursday 09/05 by Vale Electric. The Tracker was re calibrated and is now functioning correctly as pf 09/06.,Tracker,OR,2016-12-03,5891.0,6600.0,Utility-scale,Tracker,,SMA America
C3S300,2019-08-08 09:00:00,2019-08-08 17:00:00,Railroad - Tracker Issues. C4 entered WO: (potentially from tracker Audit) 8/4/19 - 8/4/19 - TCU2 TRK4 not tracking site comms issues. 020 - Data/Communication System Outage,08/08- All trackers on site are functioning properly. No issues detected.,Tracker,OR,2016-12-03,5891.0,6600.0,Utility-scale,Tracker,,SMA America
C3S22,2017-11-01 06:48:00,2019-06-28 17:00:00,"Sullivan - CAT5 Cable Replacement (Originally Comms Outage). Inv. communicating with a temporary fix, waiting on a permanent fix. Inverter 2.4 stopped communicating last night. Could not login to inverter this morning. Confirmed production through meter after site came online--- Created By Sean M. McCormick on 11/02/2017. 0000 - Unknown",Cat 5 replacement has been completed with shielded cable.,Inverter,IN,2016-09-12,7054.0,5280.0,Utility-scale,Fixed,,SMA America
C3S22,2019-08-21 09:00:00,2019-08-21 17:00:00,Sullivan - Inverter DC voltage startup change. Inverter DC voltage startup requirement changed to 650V.. 017 - Controller,Done through remote hmi,Inverter,IN,2016-09-12,7054.0,5280.0,Utility-scale,Fixed,,SMA America
C3S22,2019-06-20 09:00:00,2019-12-07 17:00:00,Sullivan - Down Strings. 2 strings found down during thermal scan: Row 3.6- String 19.4 Row 2.18- String 12.2. 013 - Broken,Found several burnt/melted connectors at harness. Replaced and verified production. Shoals shipment arrived. Repaired dead fuses. Verified production.,String,IN,2016-09-12,7054.0,5280.0,Utility-scale,Fixed,,SMA America
